,longitude,latitude,Postal_Code,Region,Province,Municipality,Price,Price_m2,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift
3085,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,408500,3048,1,APARTMENT,5,2,134,0,0,0,1,5,0,0,2,0,0,0
3086,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,425000,1905,0,HOUSE,6,3,205,0,0,0,1,12,1,18,2,0,0,0
3088,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,394586,3372,1,APARTMENT,5,2,117,0,0,0,1,13,0,0,4,0,0,1
3090,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,489900,1848,0,HOUSE,6,4,200,0,0,0,1,8,1,65,2,0,0,0
3093,5.181064535082792,50.49945695953772,4500,1,7,Huy,349500,1205,0,HOUSE,5,3,140,1,0,0,1,15,1,150,4,0,1,0
3094,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,319000,3357,1,APARTMENT,6,2,95,1,0,0,1,10,0,0,2,0,1,1
3096,3.7075201896052277,51.12040642924183,9940,2,9,Evergem,295000,3933,1,APARTMENT,5,1,75,1,0,0,1,17,0,0,2,0,0,1
3097,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,295000,3933,1,APARTMENT,4,2,75,0,0,0,1,1,0,0,2,0,0,1
3098,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,379000,569,0,HOUSE,0,3,310,1,0,0,1,40,1,355,2,0,0,0
3099,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,295000,3933,1,APARTMENT,0,2,75,0,0,0,1,10,0,0,2,0,0,1
3102,3.7083253028608065,51.00344710907644,9052,2,9,Gent,393300,4321,1,APARTMENT,0,2,91,1,0,0,1,11,0,0,2,0,0,1
3106,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,281606,4772,1,APARTMENT,0,1,59,1,0,0,1,5,0,0,2,0,0,0
3108,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,798000,3818,0,MANSION,6,5,194,0,0,0,1,11,1,15,4,0,0,0
3110,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,489000,4613,1,GROUND_FLOOR,5,2,106,1,0,0,1,8,0,0,2,0,1,1
3112,5.879655823611434,50.56914523874434,4802,1,7,Verviers,226000,1403,1,APARTMENT,0,1,70,0,0,0,1,11,1,91,4,0,1,1
3113,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,265000,3785,1,APARTMENT,3,2,70,0,0,0,1,3,0,0,2,0,0,1
3114,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,275000,3666,1,APARTMENT,6,2,75,0,0,0,1,18,0,0,4,0,0,1
3115,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,280000,1171,1,GROUND_FLOOR,4,2,84,0,0,0,1,155,1,155,2,0,0,0
3116,4.375234148039785,50.87298266192055,1040,0,0,Bruxelles,1295000,3808,1,APARTMENT,3,4,340,0,0,1,1,15,0,0,2,0,0,1
3117,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,575000,2098,1,GROUND_FLOOR,5,3,124,1,0,0,1,30,1,150,2,0,0,0
3119,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,149500,3114,1,PENTHOUSE,6,1,48,0,0,0,1,20,0,0,2,0,0,1
3120,4.30932217692078,50.90957954247929,1780,2,6,Wemmel,495000,2780,0,HOUSE,5,4,178,0,0,0,1,30,0,0,2,0,0,0
3121,2.920364240174513,51.204054302137884,8400,2,10,Oostende,220000,2650,1,APARTMENT,0,2,83,0,0,0,1,7,0,0,2,0,0,1
3124,2.920364240174513,51.204054302137884,8400,2,10,Oostende,259000,2564,1,APARTMENT,6,2,101,1,1,0,1,10,0,0,2,0,0,0
3125,3.720262345300755,51.053260703972086,9000,2,9,Gent,332500,3022,1,GROUND_FLOOR,6,2,72,0,0,0,1,20,1,38,3,0,1,1
3127,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,450000,3103,0,HOUSE,6,2,105,0,0,0,1,8,1,40,2,0,1,0
3131,4.321383766329789,50.881720021988286,1090,0,0,Jette,330000,4400,1,APARTMENT,5,2,75,0,0,0,1,6,0,0,2,0,0,1
3133,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,298000,2811,1,APARTMENT,2,3,106,0,0,0,1,9,0,0,2,0,0,1
3134,3.426441012327737,50.878530359819216,8790,2,10,Waregem,249000,1830,1,APARTMENT,6,2,136,0,0,0,1,35,0,0,2,0,0,1
3135,5.654562602832895,50.69624198676869,4683,1,7,Oupeye,299000,475,0,HOUSE,6,6,309,0,0,1,1,26,1,320,2,0,0,0
3136,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,309000,792,0,MANSION,2,4,232,0,0,0,1,12,1,158,2,0,0,0
3137,4.361370487792108,50.78987082854528,1180,0,0,Uccle,850000,4913,1,GROUND_FLOOR,5,2,143,0,0,0,1,40,1,30,2,0,0,1
3138,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,695000,4017,1,APARTMENT,5,2,173,0,0,0,1,53,0,0,3,0,0,0
3139,4.361370487792108,50.78987082854528,1180,0,0,Uccle,205000,5694,1,FLAT_STUDIO,6,0,36,1,0,0,1,18,0,0,4,0,0,0
3143,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,318000,2304,1,APARTMENT,0,2,102,0,0,0,1,18,1,36,2,0,0,1
3144,2.920364240174513,51.204054302137884,8400,2,10,Oostende,198000,2444,1,APARTMENT,6,2,81,0,1,0,1,3,0,0,4,0,0,1
3145,4.361370487792108,50.78987082854528,1180,0,0,Uccle,1295000,7234,1,APARTMENT,0,3,179,0,0,0,1,36,0,0,4,0,1,1
3146,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,180000,3529,1,APARTMENT,6,1,51,0,0,0,1,13,0,0,2,0,0,0
3148,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,391500,4350,1,APARTMENT,6,1,90,0,0,0,1,25,0,0,2,0,0,1
3149,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,325000,2954,1,APARTMENT,4,2,110,0,0,0,1,18,0,0,2,0,1,1
3152,4.360048181748833,51.063785840068654,2830,2,8,Willebroek,355000,2629,0,HOUSE,0,3,135,0,0,0,1,25,0,0,3,0,0,0
3153,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,1250000,2729,0,APARTMENT_BLOCK,5,6,380,0,0,0,1,25,1,78,2,0,0,0
3154,5.577531125648646,50.59185028437595,4031,1,7,Liège,115000,884,0,HOUSE,4,2,105,0,0,0,1,60,1,25,2,0,0,0
3155,4.324177215886155,50.814084975691195,1190,0,0,Forest,285000,3653,1,APARTMENT,5,2,78,1,0,0,1,3,0,0,2,0,0,0
3158,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,330000,3300,1,APARTMENT,6,2,100,0,0,0,1,15,0,0,2,0,0,1
3159,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,214000,1258,1,APARTMENT,3,4,170,0,0,0,1,74,0,0,2,0,0,0
3161,4.408236007087518,50.87001921742844,1140,0,0,Evere,219000,2517,1,APARTMENT,4,3,87,0,0,0,1,11,0,0,2,0,0,1
3163,4.156645019474472,51.16368187628335,9100,2,9,Sint-Niklaas,175000,3240,1,APARTMENT,6,1,54,0,0,0,1,6,0,0,2,0,0,1
3164,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,349000,1424,0,HOUSE,4,3,165,0,0,0,1,13,1,80,3,0,0,0
3166,5.611819695855508,50.62614473189009,4030,1,7,Liège,175000,1944,0,HOUSE,6,2,90,0,0,0,1,12,0,0,2,0,0,0
3167,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,259000,2697,1,APARTMENT,5,2,96,1,0,0,1,3,0,0,2,0,0,0
3168,4.361370487792108,50.78987082854528,1180,0,0,Uccle,299000,4462,1,APARTMENT,6,2,67,0,0,0,1,16,0,0,3,0,0,0
3170,4.324177215886155,50.814084975691195,1190,0,0,Forest,310000,2844,1,APARTMENT,4,2,109,0,0,0,1,4,0,0,2,0,0,1
3171,4.375234148039785,50.87298266192055,1120,0,0,Bruxelles,340000,2266,1,APARTMENT,5,4,150,1,0,0,1,11,0,0,2,0,0,1
3172,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,169000,3250,1,APARTMENT,3,1,52,0,0,0,1,18,0,0,3,0,0,1
3173,2.5945876048058936,51.0704142079429,8660,2,10,De Panne,1230000,9318,1,PENTHOUSE,6,2,132,1,0,0,1,62,0,0,2,0,0,1
3175,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,359000,3663,1,APARTMENT,6,2,98,0,0,0,1,64,0,0,2,0,0,1
3176,3.738386889083249,51.115287374583325,9032,2,9,Gent,575000,5424,1,APARTMENT,6,2,106,0,0,0,1,53,0,0,2,0,0,0
3177,5.577531125648646,50.59185028437595,4000,1,7,Liège,490000,3888,1,PENTHOUSE,5,3,126,1,0,0,1,9,0,0,2,0,0,1
3178,3.720262345300755,51.053260703972086,9000,2,9,Gent,260000,3421,1,APARTMENT,6,1,76,1,0,0,1,12,0,0,2,0,0,0
3179,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,485000,1227,0,HOUSE,5,5,200,1,0,0,1,20,1,195,3,0,0,0
3180,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,289000,1965,1,APARTMENT,0,3,147,0,0,0,1,75,0,0,2,0,0,0
3181,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,319000,3190,1,APARTMENT,2,3,100,0,0,0,1,4,0,0,2,0,0,1
3184,4.361370487792108,50.78987082854528,1180,0,0,Uccle,250000,3378,1,APARTMENT,3,2,74,0,0,0,1,17,0,0,2,0,0,0
3186,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,398000,855,0,HOUSE,0,4,200,0,0,0,1,26,1,265,3,0,0,0
3187,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,495000,3535,1,APARTMENT,6,3,140,0,0,0,1,4,0,0,3,0,1,1
3191,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,352500,4298,1,APARTMENT,6,2,82,0,0,0,1,6,0,0,2,0,0,1
3193,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,449000,3033,1,APARTMENT,5,3,148,0,0,0,1,8,0,0,2,0,0,1
3194,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,305000,3315,1,APARTMENT,0,2,92,0,0,0,1,8,0,0,2,0,0,1
3199,4.38605713534583,50.861805515601496,1030,0,0,Schaerbeek,375000,1630,0,HOUSE,3,5,200,0,0,0,1,10,1,30,2,0,0,0
3200,5.865875472582388,50.59152456135572,4800,1,7,Verviers,239000,739,0,HOUSE,5,5,143,0,0,0,1,20,1,180,2,1,0,0
3201,3.8691914611452813,50.75631465402039,9500,2,9,Geraardsbergen,365000,1119,0,HOUSE,5,3,176,1,0,0,1,51,1,150,3,0,1,0
3202,3.6785357740312907,51.07386417979972,9030,2,9,Gent,495000,2260,0,HOUSE,5,3,148,1,0,0,1,17,1,71,2,0,0,0
3203,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,499000,2495,1,APARTMENT,6,3,200,0,0,1,1,25,0,0,2,0,0,0
3206,5.497986977613582,50.61819164237959,4101,1,7,Seraing,129000,786,0,HOUSE,6,4,123,0,0,0,1,20,1,41,2,0,0,0
3207,4.324177215886155,50.814084975691195,1190,0,0,Forest,730000,2147,0,HOUSE,6,4,210,1,0,0,1,21,1,130,2,0,0,0
3209,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,475000,4094,1,APARTMENT,6,3,116,0,0,0,1,8,0,0,2,0,0,0
3210,4.156645019474472,51.16368187628335,9100,2,9,Sint-Niklaas,785000,3030,1,PENTHOUSE,5,4,259,1,0,0,1,120,0,0,3,0,0,1
3213,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,229000,2436,1,APARTMENT,3,2,94,0,0,0,1,8,0,0,2,0,0,1
3214,4.321383766329789,50.881720021988286,1090,0,0,Jette,445000,2258,1,APARTMENT,6,4,197,1,0,0,1,27,0,0,2,0,1,1
3217,3.6075931433164605,50.749709459509745,9600,2,9,Renaix,670000,1443,0,HOUSE,5,2,464,0,0,0,1,100,0,0,4,0,0,0
3218,4.408236007087518,50.87001921742844,1140,0,0,Evere,239000,3854,1,APARTMENT,6,1,62,0,0,0,1,5,0,0,2,0,1,1
3219,3.14160121764503,51.29837935392511,8370,2,10,Blankenberge,329000,2069,1,APARTMENT,3,3,159,0,0,1,1,40,0,0,2,0,0,1
3220,3.8707194000984635,51.00236028375542,9230,2,9,Wetteren,249000,2829,1,APARTMENT,6,2,88,0,0,0,1,9,0,0,2,0,0,0
3223,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,379000,3644,1,APARTMENT,6,2,104,0,0,0,1,116,0,0,2,0,0,1
3224,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,335000,4240,1,APARTMENT,6,1,79,0,0,0,1,13,0,0,2,0,0,1
3225,5.577531125648646,50.59185028437595,4000,1,7,Liège,179000,1234,0,HOUSE,0,2,145,0,0,0,1,28,0,0,2,0,0,0
3226,4.327273956190343,50.591388384222846,1400,1,3,Nivelles,190000,2375,1,APARTMENT,5,2,80,1,0,0,1,6,0,0,4,0,1,1
3227,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,229000,2632,1,APARTMENT,0,2,87,0,0,0,1,3,0,0,2,0,0,1
3228,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,750000,3947,0,TOWN_HOUSE,5,4,190,0,0,1,1,30,0,0,2,0,0,0
3229,5.577531125648646,50.59185028437595,4000,1,7,Liège,165000,891,0,HOUSE,3,4,150,0,0,0,1,15,1,35,2,0,0,0
3230,4.30932217692078,50.90957954247929,1780,2,6,Wemmel,380000,2043,0,HOUSE,4,3,186,0,0,0,1,6,0,0,2,0,0,0
3231,4.941172558459968,50.80922727420936,3300,2,6,Tienen,280000,1072,0,HOUSE,4,2,260,0,0,0,1,1,1,1,4,0,0,0
3233,4.408236007087518,50.87001921742844,1140,0,0,Evere,195000,4534,1,FLAT_STUDIO,5,0,43,1,0,0,1,12,0,0,2,0,0,1
3234,4.156645019474472,51.16368187628335,9100,2,9,Sint-Niklaas,266000,1970,1,APARTMENT,0,1,73,0,0,0,1,18,1,62,2,0,0,1
3235,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,298900,3475,1,APARTMENT,0,2,86,1,0,0,1,7,0,0,2,0,0,1
3236,4.376134025032607,51.248447820724365,2000,2,8,Antwerpen,301000,5901,1,APARTMENT,5,1,51,1,0,0,1,8,0,0,4,0,1,1
3237,4.428578360497885,50.93012891009888,1800,2,6,Vilvoorde,649000,1144,0,HOUSE,6,6,367,0,0,0,1,25,1,200,2,0,0,0
3238,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,199900,3277,1,APARTMENT,5,1,61,0,0,0,1,1,0,0,2,0,0,1
3239,4.361370487792108,50.78987082854528,1180,0,0,Uccle,495000,3586,1,GROUND_FLOOR,5,3,138,1,0,0,1,7,0,0,3,0,1,1
3240,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,210000,2019,1,APARTMENT,6,3,104,0,0,0,1,10,0,0,3,0,0,1
3242,2.920364240174513,51.204054302137884,8400,2,10,Oostende,389000,1974,0,HOUSE,5,2,197,0,0,0,1,45,0,0,2,0,1,1
3243,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,365000,1921,1,APARTMENT,6,3,190,0,0,0,1,36,0,0,2,0,0,1
3245,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,825000,2426,1,APARTMENT,3,4,340,1,0,0,1,6,0,0,2,0,1,1
3246,4.047007532896995,50.941780843882924,9300,2,9,Aalst,239000,1475,0,HOUSE,6,2,120,0,0,0,1,22,1,42,2,0,0,0
3247,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,295000,2757,1,APARTMENT,6,3,107,0,0,0,1,10,0,0,2,0,0,1
3249,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,249000,2515,1,APARTMENT,6,2,99,0,0,0,1,5,0,0,2,0,0,1
3250,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,325000,3009,1,APARTMENT,6,3,108,0,0,0,1,9,0,0,2,0,0,0
3251,3.720262345300755,51.053260703972086,9000,2,9,Gent,409000,4869,1,PENTHOUSE,5,2,84,1,0,0,1,42,0,0,3,0,1,1
3253,2.5945876048058936,51.0704142079429,8660,2,10,De Panne,235000,2974,1,APARTMENT,6,2,79,0,0,0,1,4,0,0,2,0,0,0
3254,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,739000,8211,1,APARTMENT,5,3,90,1,1,0,1,6,0,0,2,0,1,1
3257,4.321383766329789,50.881720021988286,1090,0,0,Jette,509000,2367,1,APARTMENT,0,4,165,1,0,0,1,13,1,50,2,0,0,0
3258,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,375000,3151,1,APARTMENT,6,3,119,1,0,0,1,16,0,0,2,0,0,1
3259,4.376134025032607,51.248447820724365,2018,2,8,Antwerpen,465000,3100,0,HOUSE,0,3,150,0,0,0,1,39,0,0,3,0,0,0
3261,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,400000,5970,1,APARTMENT,5,1,67,1,0,0,1,5,0,0,2,0,0,0
3262,4.377065860435231,50.822325604082295,1050,0,0,Ixelles,490000,2722,1,APARTMENT,6,3,180,1,0,0,1,9,0,0,2,0,1,1
3263,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,323000,5126,1,APARTMENT,0,1,63,0,0,0,1,4,0,0,3,0,1,1
3264,5.497986977613582,50.61819164237959,4101,1,7,Seraing,175000,593,0,HOUSE,6,4,135,0,0,0,1,40,1,160,2,0,0,0
3265,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,285000,2614,1,APARTMENT,0,3,109,1,0,0,1,23,0,0,2,0,0,0
3266,5.508048762890354,50.58496196593964,4100,1,7,Seraing,180000,3600,0,HOUSE,5,1,50,0,0,0,1,3,0,0,3,0,0,0
3269,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,550000,1294,0,MIXED_USE_BUILDING,4,5,425,0,0,0,1,5,0,0,2,0,0,0
3270,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,880000,15438,1,APARTMENT,2,2,57,1,0,0,1,3,0,0,2,0,1,0
3271,5.611734922005852,50.71149221666199,4680,1,7,Oupeye,680000,645,0,VILLA,0,3,304,0,0,1,1,100,1,750,4,0,0,0
3273,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,1150000,5808,1,PENTHOUSE,5,3,198,1,0,0,1,18,0,0,3,0,0,1
3274,4.691098755030863,50.85734711667344,3001,2,6,Leuven,680000,4503,0,HOUSE,6,3,150,0,0,0,1,1,1,1,4,0,0,0
3275,3.790568577398006,50.86893462600802,9620,2,9,Zottegem,407000,1553,0,HOUSE,5,3,187,1,0,0,1,19,1,75,3,0,0,0
3276,4.321383766329789,50.881720021988286,1090,0,0,Jette,185000,3032,1,PENTHOUSE,4,2,61,0,0,0,1,16,0,0,2,0,0,1
3280,3.1177834512642963,50.94625796358603,8800,2,10,Roeselare,520960,3916,1,APARTMENT,6,3,133,0,0,0,1,11,0,0,2,0,0,1
3281,5.638561209383813,50.639959100598105,4020,1,7,Liège,189000,2554,1,APARTMENT,0,2,74,0,0,0,1,6,0,0,2,0,1,1
3282,4.309447398997361,50.87440457885052,1083,0,0,Ganshoren,225000,3000,1,APARTMENT,5,2,75,1,0,0,1,3,0,0,3,0,0,0
3283,5.624363334016105,50.67921179186858,4040,1,7,Herstal,389000,782,0,HOUSE,6,7,354,1,0,0,1,51,1,143,3,0,0,0
3284,4.376134025032607,51.248447820724365,2060,2,8,Antwerpen,395000,2883,0,HOUSE,2,3,137,1,0,0,1,40,0,0,3,0,0,0
3287,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,790000,4388,1,PENTHOUSE,5,3,180,1,0,0,1,30,0,0,2,0,1,1
3288,4.377065860435231,50.822325604082295,1000,0,0,Ixelles,450000,3169,1,APARTMENT,5,2,142,0,0,0,1,2,0,0,2,0,0,1
3289,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,229900,2612,1,APARTMENT,6,2,88,0,0,0,1,6,0,0,2,0,0,1
3291,3.7710482317047225,51.03750198876654,9050,2,9,Gent,249000,2540,1,APARTMENT,3,2,98,0,0,0,1,10,0,0,2,0,0,0
3292,4.376134025032607,51.248447820724365,2030,2,8,Antwerpen,420000,1900,0,HOUSE,6,3,196,0,0,0,1,24,1,25,2,0,0,0
3295,4.375234148039785,50.87298266192055,1020,0,0,Bruxelles,250000,2272,1,APARTMENT,3,2,110,0,0,0,1,3,0,0,2,0,0,1
3299,3.5164337686649905,50.98786919100002,9800,2,9,Deinze,252000,3073,1,APARTMENT,6,1,82,0,0,0,1,13,0,0,2,0,0,1
3300,5.528168774947655,50.65833644138832,4430,1,7,Ans,249000,2165,1,APARTMENT,0,2,115,0,0,0,1,37,0,0,2,0,0,1
3302,4.376134025032607,51.248447820724365,2020,2,8,Antwerpen,170000,2000,1,APARTMENT,5,2,85,0,0,0,1,5,0,0,2,0,0,0
3303,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,750000,2435,0,HOUSE,6,5,308,1,0,0,1,32,0,0,3,0,0,0
3305,4.361370487792108,50.78987082854528,1180,0,0,Uccle,360000,3564,1,APARTMENT,5,2,101,1,0,0,1,5,0,0,3,0,1,1
3306,3.3677549097404054,50.88478823206576,8792,2,10,Waregem,274505,2889,1,APARTMENT,6,2,95,0,0,0,1,17,0,0,2,0,0,0
3308,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,265000,2977,1,APARTMENT,0,2,89,0,0,0,1,7,0,0,2,0,0,1
3310,4.444865773892291,51.2119968157408,2140,2,8,Antwerpen,185000,1887,1,APARTMENT,6,3,98,0,0,0,1,8,0,0,3,0,0,1
3311,4.387893089723031,51.16429714238415,2610,2,8,Antwerpen,398500,2973,1,APARTMENT,5,2,134,0,0,0,1,5,0,0,2,0,0,0
3312,5.430129978484226,50.593410925357574,4400,1,7,Flémalle,435000,2061,0,HOUSE,2,4,211,0,0,0,1,47,0,0,4,0,0,0
3313,5.879655823611434,50.56914523874434,4802,1,7,Verviers,298000,3386,1,APARTMENT,5,1,88,0,1,0,1,7,0,0,2,0,0,1
3314,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,269500,3593,1,PENTHOUSE,3,2,75,0,0,0,1,16,0,0,2,0,1,1
3317,5.577531125648646,50.59185028437595,4000,1,7,Liège,499000,2970,1,APARTMENT,5,3,168,1,0,0,1,7,0,0,3,0,1,1
3319,5.577531125648646,50.59185028437595,4000,1,7,Liège,159000,630,0,HOUSE,4,3,133,0,0,0,1,10,1,119,3,0,0,0
3321,4.063243126487138,50.91524229667714,9320,2,9,Aalst,299000,3147,1,APARTMENT,0,2,95,1,0,0,1,5,0,0,2,0,0,1
3328,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,235000,3615,1,APARTMENT,3,1,65,0,0,0,1,6,0,0,2,0,0,1
3329,5.611819695855508,50.62614473189009,4030,1,7,Liège,199000,2426,1,APARTMENT,6,2,82,0,0,0,1,8,0,0,2,0,1,0
3330,4.361370487792108,50.78987082854528,1180,0,0,Uccle,675000,4591,1,APARTMENT,6,4,147,0,0,0,1,11,0,0,2,0,1,1
3331,3.331958012765075,51.346651571344495,8300,2,10,Knokke-Heist,1045000,13062,1,APARTMENT,5,2,80,0,0,0,1,26,0,0,2,0,0,0
3332,4.318418678989754,50.85522961973389,1080,0,0,Molenbeek-Saint-Jean,245000,2784,1,APARTMENT,6,2,88,0,0,0,1,27,0,0,2,0,0,1
3333,5.577531125648646,50.59185028437595,4000,1,7,Liège,575000,3993,1,PENTHOUSE,5,3,144,1,0,0,1,15,0,0,2,0,0,1
3334,4.047007532896995,50.941780843882924,9300,2,9,Aalst,439000,3300,1,APARTMENT,6,2,133,0,0,0,1,19,0,0,2,0,0,0
3335,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,339900,1650,0,HOUSE,6,5,206,0,0,0,1,5,0,0,2,0,0,0
3336,4.46823712928013,51.215898155997046,2100,2,8,Antwerpen,279000,2682,1,APARTMENT,6,2,104,1,0,0,1,3,0,0,2,0,0,1
3338,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,264000,3069,1,APARTMENT,5,2,86,0,0,0,1,12,0,0,2,0,1,1
3340,4.431973220636266,51.19213330584189,2600,2,8,Antwerpen,235000,2764,1,APARTMENT,5,2,85,0,0,0,1,5,0,0,3,0,0,0
3341,4.292904442200332,50.828980275263795,1070,0,0,Anderlecht,351500,3224,1,PENTHOUSE,5,1,83,1,0,0,1,25,1,26,2,0,1,1
3342,4.431541527426499,50.84789153612173,1200,0,0,Woluwe-Saint-Lambert,275000,3928,1,APARTMENT,3,2,70,0,0,0,1,6,0,0,2,0,1,1
3343,4.468101716569333,51.03007676437425,2800,2,8,Mechelen,549000,1146,0,HOUSE,6,2,201,1,0,0,1,29,1,278,2,0,0,0
3344,4.324177215886155,50.814084975691195,1190,0,0,Forest,699000,4063,1,DUPLEX,2,3,172,0,0,0,1,12,0,0,2,0,0,1
3347,4.324177215886155,50.814084975691195,1190,0,0,Forest,325000,3571,1,APARTMENT,5,2,91,0,0,0,1,2,0,0,2,0,1,1
3349,4.063243126487138,50.91524229667714,9320,2,9,Aalst,259000,313,0,HOUSE,2,2,108,0,0,0,1,30,1,718,2,0,0,0
3353,4.443103143199102,50.83109966996703,1150,0,0,Woluwe-Saint-Pierre,850000,1634,0,HOUSE,6,4,520,0,0,0,1,20,0,0,3,0,0,0
3355,4.408236007087518,50.87001921742844,1140,0,0,Evere,190000,2021,1,APARTMENT,1,2,94,0,0,0,1,9,0,0,2,0,0,0
3357,3.276541129725285,50.81548648715903,8500,2,10,Kortrijk,325000,1279,0,HOUSE,5,4,164,1,0,0,1,20,1,90,2,0,0,0
3359,4.361370487792108,50.78987082854528,1180,0,0,Uccle,850000,1727,0,HOUSE,6,4,230,1,0,0,1,50,1,262,2,0,0,0
3362,4.324177215886155,50.814084975691195,1190,0,0,Forest,299000,2718,1,APARTMENT,3,2,110,0,0,0,1,4,0,0,2,0,0,1
3364,4.403520554166193,50.70976366812478,1410,1,3,Waterloo,595000,626,0,HOUSE,6,3,200,0,0,0,1,15,1,750,4,0,0,0
3365,4.44450162313264,51.25156639821808,2170,2,8,Antwerpen,187500,2500,1,APARTMENT,5,1,65,1,0,0,1,10,1,10,2,0,0,0
3366,3.746326283353625,50.99390732762893,9820,2,9,Merelbeke,520000,1056,0,HOUSE,0,4,166,0,0,0,1,30,1,326,3,0,0,0
3368,4.707202587569181,50.92127141131543,3012,2,6,Leuven,476250,3750,1,APARTMENT,0,2,127,0,0,0,1,8,0,0,2,0,0,0
3370,4.444164020555327,50.86860468071333,1932,2,6,Zaventem,415000,846,0,HOUSE,4,3,138,0,0,0,1,49,1,352,3,0,1,0
3371,5.638561209383813,50.639959100598105,4020,1,7,Liège,151000,1118,0,HOUSE,4,5,135,0,0,0,1,64,0,0,2,0,0,0
3372,4.361370487792108,50.78987082854528,1180,0,0,Uccle,315000,3315,1,APARTMENT,6,2,95,1,0,0,1,11,0,0,2,0,1,1
